home_team,away_team,PTS_home,FG%_home,3P%_home,FT%_home,OREB_home,DREB_home,AST_home,STL_home,BLK_home,PTS_away,FG%_away,3P%_away,FT%_away,OREB_away,DREB_away,AST_away,STL_away,BLK_away,winner
ATL,IND,152,60.0,48.4,82.1,12,27,28,8,4,157,60.6,48.9,75.0,7,22,35,7,11,IND
CLE,PHI,122,48.9,36.0,84.0,14,42,33,9,4,119,41.7,31.4,82.4,14,30,19,12,8,CLE
PHX,POR,120,56.6,41.2,96.4,11,27,26,8,8,107,43.7,45.2,85.0,12,18,20,8,3,PHX
LAL,UTA,131,57.0,37.9,81.5,9,43,35,6,5,99,38.8,25.0,75.0,13,29,25,6,3,LAL
CHA,WAS,117,47.3,43.2,71.4,11,38,27,6,4,114,45.4,34.4,83.3,11,36,26,7,3,CHA
DEN,ORL,119,47.3,42.9,76.2,17,25,29,6,2,124,54.3,34.5,86.7,11,30,27,9,7,ORL
ATL,BKN,147,44.0,36.7,93.1,22,36,24,10,8,145,48.7,42.9,83.3,22,37,28,8,6,ATL
BOS,MIL,119,52.4,40.5,82.4,4,39,27,3,5,116,44.6,38.2,76.5,13,34,23,9,2,BOS
CLE,MIA,96,46.8,46.7,71.4,7,27,25,5,6,129,52.3,57.1,81.0,10,31,30,11,7,MIA
IND,TOR,131,54.9,46.2,81.3,5,26,33,10,6,132,53.3,40.7,83.3,13,33,26,7,3,TOR
HOU,MEM,111,43.5,32.6,85.0,6,43,22,6,6,91,32.9,21.9,85.7,9,37,17,3,7,HOU
MIN,PHI,112,48.3,38.5,66.7,10,38,28,10,8,99,39.1,21.9,80.0,16,32,21,9,12,MIN
NOP,SAC,117,47.1,23.3,75.7,13,35,23,10,2,112,44.7,34.1,82.9,4,34,22,3,1,NOP
CHI,OKC,102,38.6,38.6,100.0,11,27,22,7,2,116,49.3,37.9,81.6,11,34,24,4,12,OKC
LAC,SAS,109,45.9,32.1,75.9,11,39,29,10,3,102,38.5,28.9,91.3,10,34,26,8,6,LAC
GSW,PHX,115,47.8,31.3,65.5,11,32,29,10,3,123,44.7,39.3,84.6,11,32,22,9,8,PHX
POR,UTA,121,51.1,43.6,66.7,14,23,31,9,6,105,46.8,32.3,80.8,14,30,25,7,3,POR
DAL,LAL,104,39.6,32.0,75.0,11,37,21,5,4,101,46.4,37.9,63.2,9,42,26,1,2,DAL
BOS,ORL,96,40.8,24.1,73.0,4,27,17,10,4,113,50.6,39.3,72.7,13,35,23,5,3,ORL
MEM,PHX,89,46.3,27.3,60.0,6,29,22,6,2,110,51.3,35.5,75.0,7,34,22,10,6,PHX
MIA,NYK,98,39.1,27.0,95.2,10,31,20,11,0,100,48.1,34.5,66.7,6,40,21,7,2,NYK
CHI,TOR,108,51.2,44.4,63.2,9,28,20,5,2,121,53.0,33.3,74.1,13,27,32,8,6,TOR
DET,IND,113,47.8,38.9,83.3,14,29,22,6,11,136,48.0,42.1,91.7,15,25,24,7,8,IND
DEN,HOU,86,34.0,23.3,71.4,16,30,17,8,4,105,48.8,41.4,86.7,6,43,25,9,9,HOU
MIL,WAS,131,52.2,29.0,78.8,10,40,28,6,6,128,48.0,40.5,81.0,12,34,29,3,4,MIL
MIN,SAC,111,43.9,36.4,93.1,10,34,25,6,9,124,49.0,48.6,81.8,14,32,25,7,4,SAC
GSW,SAS,118,49.4,45.2,79.2,7,34,35,7,2,112,45.0,25.5,83.3,15,31,28,10,3,GSW
LAC,NOP,106,45.7,29.7,64.7,8,31,27,11,8,116,48.9,41.7,74.1,12,38,26,6,5,NOP
OKC,PHI,123,43.9,37.2,80.8,13,25,29,3,3,127,45.8,34.1,82.2,17,32,30,2,9,PHI
BKN,MIA,112,50.0,38.9,87.0,8,34,27,11,9,97,43.7,32.4,76.9,13,31,24,6,3,BKN
ATL,WAS,136,51.0,48.6,70.0,17,32,29,13,2,108,48.9,26.3,100.0,8,33,33,5,6,ATL
CLE,LAL,115,47.3,32.1,87.0,7,30,30,13,4,121,52.2,33.3,85.7,9,35,34,9,8,LAL
NOP,UTA,100,41.9,30.6,61.1,13,29,31,15,4,105,43.7,34.9,82.4,14,38,23,8,6,UTA
DAL,LAC,88,37.4,23.7,78.6,10,27,17,6,5,107,43.2,27.6,74.2,17,40,25,2,6,LAC
MIL,POR,108,39.3,33.3,75.0,18,34,19,13,11,102,40.7,40.6,75.0,11,29,21,15,4,MIL
ATL,BOS,103,40.9,35.8,63.2,11,32,15,5,4,113,44.2,27.7,80.0,18,40,24,9,3,BOS
NYK,PHX,113,45.3,41.4,71.9,13,25,18,7,5,116,46.2,42.1,76.2,18,29,27,4,11,PHX
CHA,ORL,117,53.0,43.3,64.0,5,31,27,6,7,130,54.0,37.0,78.8,7,37,33,10,3,ORL
MEM,MIN,97,38.6,27.0,70.4,11,24,24,4,4,119,53.1,44.1,78.3,6,36,30,5,5,MIN
BKN,CHI,118,49.4,47.2,73.3,8,31,29,7,2,109,48.2,37.5,77.3,10,30,21,3,2,BKN
CLE,TOR,105,46.4,32.3,83.3,12,37,29,2,5,102,41.6,25.0,69.0,17,33,17,9,3,CLE
DEN,SAS,132,56.2,42.9,80.0,11,34,38,8,3,120,45.2,37.8,84.6,10,25,34,10,6,DEN
DET,WAS,107,42.2,21.1,68.4,18,31,29,7,11,126,50.6,34.5,92.9,6,40,29,8,6,WAS
IND,POR,110,47.7,24.2,75.0,10,32,26,10,6,114,47.1,50.0,80.6,9,29,20,6,4,POR
LAL,PHI,94,47.0,25.0,69.2,6,26,23,3,4,138,50.5,47.8,84.6,15,33,33,11,2,PHI
NOP,UTA,112,50.0,31.8,68.0,11,37,27,5,1,114,42.0,35.4,82.1,9,34,31,6,4,UTA
DEN,LAC,113,47.8,45.5,53.6,18,34,28,8,6,104,41.2,30.0,82.4,16,33,18,6,9,DEN
BOS,CHI,124,52.2,42.9,75.0,11,41,36,6,9,97,43.3,32.1,55.6,9,28,25,11,7,BOS
BKN,TOR,115,44.9,34.2,84.6,13,46,26,7,8,103,38.6,36.1,63.2,15,31,27,11,3,BKN
ATL,CLE,105,34.7,29.5,91.7,14,30,21,9,3,128,53.8,36.1,88.2,12,43,27,8,12,CLE
MIA,MIL,124,51.1,46.7,66.7,8,27,32,3,5,131,53.4,37.1,88.9,8,37,26,3,4,MIL
CHA,NYK,91,41.6,41.9,57.1,13,28,21,8,2,115,46.6,39.5,90.0,15,39,21,10,7,NYK
MIN,OKC,106,42.3,42.4,81.3,10,41,18,3,9,103,41.1,36.7,78.3,9,27,22,8,4,MIN
DAL,HOU,121,47.2,35.3,86.2,9,29,25,5,4,115,49.4,27.6,79.3,10,30,33,2,6,DAL
GSW,SAC,123,48.2,41.5,86.7,9,43,25,6,6,124,45.1,34.1,64.3,12,34,25,8,7,SAC
DET,LAL,107,41.2,41.7,85.7,10,29,28,8,3,133,51.1,35.3,81.6,8,41,28,7,10,LAL
ORL,WAS,139,60.7,63.0,83.3,9,35,34,5,6,120,47.1,37.9,77.1,7,22,28,14,3,ORL
PHX,TOR,105,40.4,26.9,95.7,12,35,25,3,5,112,45.2,37.0,85.7,15,34,25,7,5,TOR
MEM,UTA,105,49.4,33.3,75.0,12,39,26,9,10,91,37.8,41.0,58.3,12,27,26,8,8,MEM
NOP,PHI,124,53.8,33.3,88.2,13,27,33,11,4,114,51.9,41.2,88.9,8,22,28,8,7,NOP
DEN,HOU,134,50.5,44.2,73.1,13,28,37,4,2,124,54.7,39.0,73.7,8,27,27,3,5,DEN
LAC,SAC,131,53.8,50.0,77.3,8,29,28,8,5,117,46.5,31.7,85.7,13,34,22,1,1,LAC
CLE,POR,95,42.7,21.9,100.0,14,21,25,12,2,103,50.6,40.0,100.0,9,31,29,10,4,POR
BKN,CHA,128,49.5,38.9,66.7,22,30,21,6,4,129,50.5,58.3,100.0,13,28,30,6,7,CHA
IND,MIA,132,51.0,25.6,65.6,10,24,30,11,5,142,55.8,38.1,84.4,10,38,25,4,1,MIA
DET,NYK,112,53.1,42.9,64.7,8,34,22,4,3,118,46.6,39.0,71.4,12,29,25,8,3,NYK
CHI,MIL,120,45.9,35.1,77.3,14,37,32,14,4,113,44.9,33.3,69.2,9,34,28,12,6,CHI
MIN,UTA,101,43.8,37.1,76.9,10,32,29,13,7,90,37.9,32.4,92.9,13,38,22,6,4,MIN
LAL,OKC,110,44.4,33.3,84.4,7,34,24,6,2,133,53.2,33.3,86.4,8,40,29,9,6,OKC
ATL,SAS,137,51.0,42.4,86.2,8,29,24,14,2,135,53.9,43.9,91.3,11,36,34,4,7,ATL
GSW,LAC,120,50.0,38.5,74.2,10,37,30,3,4,114,44.2,37.5,75.0,15,28,26,5,1,GSW
ORL,WAS,130,51.7,38.7,78.8,10,34,35,6,8,125,50.6,46.4,71.0,8,32,25,8,5,ORL
BOS,PHI,125,50.6,48.5,86.1,10,36,25,10,8,119,45.7,45.7,73.9,15,27,16,16,5,BOS
NYK,TOR,119,50.0,44.4,81.3,11,32,30,6,3,106,44.0,18.8,70.6,19,29,32,7,6,NYK
DAL,MEM,94,37.0,30.8,66.7,13,29,27,9,5,108,48.9,32.4,81.8,13,39,27,8,12,MEM
NOP,SAS,121,49.4,32.3,93.1,10,32,26,8,6,106,45.8,41.0,82.4,8,31,28,5,5,NOP
DEN,PHX,119,56.8,37.5,58.3,4,28,38,8,4,111,46.4,33.3,92.3,8,35,22,4,9,DEN
GSW,LAC,112,44.2,39.5,79.2,6,36,31,5,4,113,48.9,33.3,85.7,5,35,31,5,6,LAC
CHA,MIN,117,48.4,48.0,89.5,10,26,29,6,4,123,51.2,35.5,86.7,10,31,26,5,3,MIN
BKN,ORL,129,50.5,41.2,74.2,14,43,31,4,8,101,39.8,31.0,81.5,8,29,24,3,5,BKN
CLE,DET,110,49.4,33.3,66.7,8,35,25,11,1,101,47.0,26.7,65.2,10,39,24,9,3,CLE
IND,MIA,144,65.9,50.0,80.0,3,29,35,4,8,129,53.9,48.0,87.5,6,22,27,3,1,IND
CHI,NOP,124,54.5,42.5,73.3,12,29,32,6,8,118,50.0,32.0,80.0,13,26,20,10,1,CHI
ATL,MIL,121,44.6,39.5,76.2,15,25,23,11,4,132,59.6,42.4,80.0,8,36,33,5,6,MIL
DAL,OKC,120,44.8,36.5,65.7,15,32,26,5,12,126,44.0,45.5,81.8,16,34,24,8,5,OKC
MEM,PHX,109,45.3,29.0,91.7,8,32,14,9,8,116,43.4,34.6,81.4,12,32,24,10,5,PHX
POR,UTA,113,40.0,32.5,88.9,11,29,17,11,5,118,48.9,20.6,79.2,16,40,27,5,11,UTA
DEN,SAC,117,49.5,24.0,65.0,8,38,35,9,7,123,48.5,47.1,73.3,9,38,33,7,5,SAC
HOU,LAL,97,40.4,35.5,77.8,11,43,24,5,7,107,44.9,29.6,70.4,9,39,24,11,7,LAL
BOS,IND,112,47.4,29.3,66.7,13,43,27,5,9,122,45.7,47.5,81.0,7,34,28,8,4,IND
NOP,SAC,127,54.0,45.2,82.6,13,29,29,12,7,117,44.7,34.1,81.8,11,27,29,8,2,NOP
MIL,NYK,146,60.4,60.5,68.4,12,25,32,12,6,122,49.4,30.4,87.9,12,24,27,8,4,MIL
LAL,PHX,106,37.3,30.0,84.0,21,24,24,11,2,103,49.3,48.0,81.0,8,36,25,8,5,LAL
CLE,ORL,121,53.5,41.2,75.0,10,35,29,5,2,111,48.8,8.7,73.0,7,29,22,10,6,CLE
DET,MEM,102,45.1,31.4,100.0,8,34,30,9,6,116,51.6,42.3,78.6,9,37,26,10,8,MEM
MIA,TOR,112,46.1,36.8,84.2,8,36,33,5,4,103,43.0,37.8,88.2,8,38,29,3,8,MIA
PHI,WAS,131,51.1,29.6,85.3,11,32,29,7,2,126,56.5,40.0,100.0,2,30,39,8,6,PHI
ATL,BKN,113,44.7,34.3,94.4,11,38,25,5,4,114,45.7,40.7,70.8,12,33,24,7,6,BKN
MIN,SAS,102,41.4,30.0,85.7,11,44,20,4,10,94,37.6,22.2,66.7,13,36,23,7,4,MIN
CHA,CHI,100,43.3,27.0,100.0,12,30,25,9,9,111,42.2,48.0,79.3,21,36,23,6,6,CHI
HOU,OKC,110,48.2,45.5,68.2,10,43,28,6,5,101,42.5,27.6,79.2,4,26,22,14,10,HOU
DAL,UTA,147,55.4,44.9,68.4,11,36,37,11,5,97,40.2,36.4,83.3,11,32,22,6,3,DAL
GSW,POR,110,41.9,29.4,84.8,15,35,20,4,3,106,41.1,34.8,75.0,11,29,22,8,3,GSW
DEN,LAC,102,41.8,38.7,88.9,14,32,29,7,5,111,46.0,44.4,76.0,13,38,21,7,9,LAC
IND,MIL,128,49.0,21.2,84.0,15,36,30,9,8,119,44.8,36.4,75.0,12,34,19,3,9,IND
LAL,NOP,133,54.7,48.6,75.9,11,48,31,6,4,89,35.8,22.6,70.0,12,30,22,7,5,LAL
CHA,TOR,119,55.7,52.0,90.0,7,24,30,7,4,116,50.5,18.8,76.2,14,28,32,7,2,CHA
DET,ORL,91,42.0,20.0,70.8,8,30,17,3,2,123,55.1,38.5,78.9,6,39,26,5,4,ORL
ATL,PHI,114,39.4,33.3,90.5,23,32,20,3,4,125,48.3,36.7,81.1,14,34,24,6,8,PHI
BKN,WAS,124,48.1,30.3,77.8,18,37,27,8,8,97,41.8,18.2,71.4,12,29,19,4,7,BKN
CLE,MIA,111,46.0,36.8,65.4,12,39,21,13,2,99,43.0,35.7,66.7,7,30,23,5,5,CLE
MEM,MIN,103,43.0,42.9,73.7,8,20,24,7,4,127,50.0,39.5,92.3,15,39,30,4,8,MIN
GSW,OKC,136,47.1,39.6,82.6,24,36,29,3,2,138,52.0,17.2,86.1,11,28,15,17,7,OKC
CHI,SAS,121,46.1,46.4,58.3,24,32,27,9,2,112,47.0,40.5,85.0,10,34,35,4,9,CHI
DEN,HOU,106,42.2,35.7,74.1,12,35,22,4,5,114,42.7,33.3,73.8,11,36,21,3,3,HOU
LAC,UTA,117,48.9,44.1,76.2,11,29,23,8,9,103,45.2,29.0,75.0,8,32,23,10,10,LAC
DAL,POR,125,51.6,30.8,86.4,9,33,26,8,5,112,37.1,34.0,88.9,18,30,20,9,1,DAL
BOS,NYK,133,52.7,40.4,85.7,8,26,24,8,5,123,50.0,40.5,74.1,12,32,28,4,3,BOS
PHX,SAC,106,48.2,34.4,65.2,8,32,26,8,5,114,45.7,35.9,80.0,15,35,25,7,0,SAC
CHA,MIA,114,47.6,41.5,77.3,6,25,31,3,2,116,48.1,42.9,79.4,8,35,31,7,3,MIA
DET,IND,123,55.6,34.5,76.7,6,24,26,11,4,131,56.5,41.9,73.7,11,32,33,8,5,IND
CLE,ORL,94,35.3,22.5,75.8,18,30,15,10,3,104,46.4,26.9,76.0,12,31,22,7,8,ORL
PHI,WAS,146,54.7,43.5,88.0,9,38,37,14,6,101,42.4,29.0,64.5,13,31,21,5,2,PHI
ATL,DEN,122,45.8,38.6,94.4,13,22,25,9,2,129,53.4,41.4,79.3,14,35,29,9,8,DEN
NYK,TOR,136,60.5,58.6,65.2,14,28,36,5,3,130,49.0,35.9,73.3,17,21,32,12,0,NYK
HOU,SAS,93,34.4,30.8,85.0,15,45,20,7,2,82,35.6,12.2,68.2,9,42,20,9,5,HOU
DAL,MEM,120,50.0,42.5,89.5,10,33,27,8,9,113,46.1,40.9,81.3,10,28,26,9,5,DAL
CHI,MIL,129,41.2,44.1,80.0,18,33,25,3,4,133,51.2,40.5,81.1,6,42,34,5,4,MIL
MIN,NOP,107,44.0,36.1,73.7,11,36,26,5,3,121,48.8,37.0,77.5,10,37,27,7,7,NOP
OKC,UTA,134,52.1,47.4,94.1,7,32,35,9,7,120,47.8,31.6,95.2,9,32,32,9,9,OKC
BKN,SAC,118,47.7,48.3,95.2,10,31,24,4,6,131,51.1,55.6,71.4,10,33,38,4,3,SAC
LAC,POR,132,55.1,38.2,95.5,9,26,33,7,9,127,47.8,47.5,84.6,11,25,25,5,4,LAC
BOS,CLE,120,45.2,40.9,100.0,12,33,23,9,9,113,47.8,42.2,66.7,6,29,27,6,4,BOS
DAL,LAL,127,49.4,48.8,85.7,12,24,28,7,5,125,53.8,51.7,66.7,10,30,34,4,4,DAL
CHI,DEN,106,41.9,32.5,91.3,11,30,26,6,9,114,47.0,46.7,68.8,15,31,28,4,4,DEN
GSW,PHX,116,44.6,34.8,66.7,13,38,26,9,1,119,45.2,35.9,85.3,7,34,27,8,7,PHX
LAC,SAC,119,52.4,37.9,95.2,6,43,21,7,2,99,41.9,27.0,70.8,7,31,27,8,2,LAC
DET,PHI,111,44.3,30.3,76.7,6,29,24,6,3,129,51.7,36.7,82.4,10,43,28,6,4,PHI
NOP,WAS,142,52.1,47.1,86.7,10,36,30,11,3,122,51.2,43.2,79.2,3,30,28,7,6,NOP
CHA,MIA,104,53.2,38.7,90.9,4,27,27,11,5,115,47.7,50.0,94.7,17,30,29,10,3,MIA
ATL,TOR,128,48.0,43.9,73.7,13,29,32,9,8,135,57.5,52.9,70.8,9,38,39,3,9,TOR
HOU,MEM,117,45.3,37.5,73.0,15,43,23,6,3,104,42.7,26.3,70.6,5,34,25,7,4,HOU
IND,MIL,126,45.0,30.6,78.1,16,29,30,7,6,140,53.9,25.9,77.1,12,31,27,8,8,MIL
LAL,SAS,122,53.8,40.0,58.8,5,41,31,14,4,119,46.9,43.2,72.2,10,36,28,8,6,LAL
BKN,PHX,116,46.1,36.6,79.2,10,26,24,9,4,112,47.6,32.1,85.2,14,35,28,5,4,BKN
NYK,UTA,113,43.6,23.1,68.8,14,32,21,10,4,117,43.9,38.1,71.4,15,38,31,5,4,UTA
BOS,CLE,116,50.6,36.1,85.0,13,31,22,7,8,107,48.2,33.3,94.1,9,30,21,7,1,BOS
CHI,MIA,124,48.4,38.9,66.7,11,32,32,8,2,116,46.3,44.1,77.1,8,34,26,2,1,CHI
DAL,MIN,101,47.0,21.9,88.9,4,30,21,6,2,119,50.0,45.2,68.0,12,33,30,9,4,MIN
BKN,DEN,101,41.1,26.7,75.0,18,35,28,5,4,124,47.5,33.3,85.7,12,36,31,13,6,DEN
POR,UTA,114,41.7,35.6,66.7,21,28,30,9,4,122,53.3,33.3,92.9,13,32,27,9,9,UTA
OKC,SAC,123,43.1,30.6,88.9,16,28,26,8,7,128,49.5,40.0,76.2,11,36,32,6,4,SAC
GSW,LAC,113,43.5,35.6,89.5,16,27,22,8,2,121,50.6,40.6,86.7,10,30,27,6,9,LAC
CHA,NOP,107,44.6,29.0,76.2,8,31,18,7,4,112,47.5,33.3,84.4,11,38,24,4,5,NOP
DET,PHI,92,43.2,19.0,78.3,7,35,19,3,7,124,41.8,37.8,90.3,16,38,24,17,8,PHI
IND,WAS,123,44.9,37.5,75.0,13,28,35,7,8,137,56.5,48.1,76.9,8,39,36,7,8,WAS
BOS,ORL,128,52.2,42.9,70.0,9,25,31,14,7,111,48.3,40.0,72.2,13,32,25,5,2,BOS
ATL,TOR,125,51.5,39.0,83.3,16,39,34,4,4,104,51.9,32.3,56.0,3,29,30,8,6,ATL
LAL,SAS,115,48.3,30.6,64.3,9,34,32,5,5,129,49.5,42.9,89.5,9,36,35,5,5,SAS
HOU,MEM,103,36.4,37.9,87.5,15,36,18,10,10,96,40.2,27.5,73.3,13,35,19,4,8,HOU
NYK,PHX,139,59.8,58.6,85.7,9,29,28,9,5,122,52.2,39.3,81.0,10,23,30,4,3,NYK
DET,MIL,114,44.8,21.4,84.6,10,26,25,10,4,146,56.8,45.2,84.4,8,41,24,5,8,MIL
CHA,PHI,82,36.3,20.0,81.8,8,28,15,3,4,135,60.2,45.2,88.2,5,40,30,10,6,PHI
ATL,CLE,119,48.2,41.7,88.0,6,28,21,5,4,127,48.5,38.1,86.7,18,31,32,8,3,CLE
CHI,MIA,116,48.1,42.1,89.7,11,29,25,8,4,118,51.8,37.1,76.0,8,23,26,7,2,MIA
IND,MIN,109,50.0,28.6,81.3,13,27,25,10,6,127,55.8,60.0,81.3,8,28,33,10,4,MIN
BKN,GSW,120,48.4,39.5,86.7,14,28,31,6,8,124,48.4,53.1,95.0,13,29,29,7,5,GSW
DEN,OKC,117,45.2,37.5,87.5,16,30,30,5,0,118,51.2,33.3,83.3,9,31,22,4,9,OKC
DAL,POR,131,49.5,34.0,90.5,11,36,27,7,2,120,50.0,21.9,86.4,10,34,17,8,2,DAL
SAC,UTA,125,54.1,48.9,73.3,8,37,36,6,2,104,44.2,32.4,76.2,9,28,28,8,3,SAC
LAC,NYK,144,56.8,48.5,82.4,8,34,36,8,6,122,46.8,31.4,88.5,12,27,20,7,4,LAC
BOS,ORL,114,47.4,47.2,87.5,10,45,18,4,10,97,38.2,30.6,75.0,10,33,18,7,4,BOS
NOP,SAS,146,56.1,52.4,63.6,11,40,38,11,3,110,42.6,35.7,71.4,9,30,29,6,6,NOP
HOU,MIL,119,52.9,40.7,85.7,6,25,26,8,4,128,50.0,36.1,78.1,16,30,25,4,1,MIL
PHX,WAS,112,45.6,22.6,76.7,13,41,29,8,6,108,41.1,30.4,80.0,10,34,24,8,6,PHX
GSW,POR,118,52.9,34.2,68.4,11,32,31,10,4,114,47.1,37.1,91.3,9,28,23,10,4,GSW
CLE,HOU,135,48.5,39.6,64.7,14,24,29,7,8,130,46.1,36.4,88.9,15,32,34,9,5,CLE
IND,LAC,127,51.6,36.4,81.0,11,23,38,6,7,151,57.1,50.0,87.0,14,32,26,4,9,LAC
CHI,PHI,108,47.2,41.4,80.0,11,34,24,7,9,104,43.2,34.4,89.5,9,35,23,8,8,CHI
ATL,DET,130,54.1,44.4,81.5,11,29,25,6,10,124,51.1,40.9,70.4,12,24,23,7,3,ATL
MIA,MIN,108,47.1,36.7,83.3,9,31,27,10,4,112,49.4,37.9,89.5,12,33,27,10,9,MIN
CHA,TOR,99,43.8,25.0,100.0,10,26,18,8,6,114,51.2,27.6,81.8,15,36,30,4,4,TOR
MEM,OKC,97,35.3,35.2,85.7,7,38,25,6,3,116,45.7,30.6,91.3,10,43,31,11,10,OKC
DAL,DEN,104,44.6,34.2,47.4,15,28,19,2,0,130,56.3,53.8,81.8,9,37,29,7,4,DEN
BKN,UTA,108,43.3,41.0,70.0,11,25,25,4,9,125,49.5,41.2,87.5,12,39,30,6,8,UTA
SAC,WAS,143,53.0,39.5,76.9,9,33,35,8,5,131,51.8,47.4,83.3,5,34,26,3,6,SAC
LAL,NYK,109,42.4,31.7,92.3,9,32,29,9,3,114,47.7,33.3,87.0,11,41,21,5,6,NYK
MEM,NOP,115,50.0,32.3,79.3,13,29,19,5,7,113,47.1,44.0,91.7,11,28,23,4,3,MEM
MIL,SAS,132,47.2,36.7,77.8,11,36,34,11,7,119,47.9,30.0,85.7,8,44,27,4,4,MIL
BOS,GSW,126,41.2,29.3,88.2,18,37,28,6,5,132,45.9,40.0,85.7,18,41,29,4,5,GSW
PHX,POR,104,44.7,21.7,71.4,14,33,23,10,6,109,44.8,50.0,89.5,10,32,23,8,4,POR
CLE,UTA,124,46.9,45.1,68.8,14,30,34,8,3,116,51.3,43.3,82.1,6,32,24,5,6,CLE
CHA,IND,113,47.4,25.8,78.9,16,21,23,6,0,144,61.3,46.2,93.3,8,30,37,6,8,IND
MIA,ORL,115,48.2,51.7,83.3,10,29,25,6,2,106,46.1,25.0,78.9,15,34,29,8,5,MIA
MIN,PHI,113,51.2,36.0,83.3,9,30,22,4,2,127,53.6,36.4,90.6,7,29,20,9,3,PHI
BKN,NYK,102,36.6,31.9,76.5,17,32,25,6,9,121,46.3,39.4,80.0,12,42,24,8,7,NYK
DEN,TOR,113,50.0,36.4,42.9,15,31,29,9,9,104,47.8,33.3,69.2,10,31,26,3,5,DEN
CHI,LAL,124,54.5,52.9,90.9,7,41,25,7,6,108,44.7,32.4,80.0,8,32,27,7,7,CHI
ATL,HOU,134,51.6,42.5,82.1,12,32,31,4,3,127,49.4,47.1,100.0,8,29,25,4,6,ATL
DAL,LAC,111,42.9,32.6,70.4,13,23,23,8,3,120,55.8,35.5,92.0,7,37,27,6,4,LAC
BOS,SAC,144,55.4,52.4,83.3,14,36,35,6,10,119,47.3,47.7,52.2,12,25,29,4,8,BOS
DET,UTA,111,50.0,29.0,84.2,12,29,24,6,9,119,45.7,36.7,91.7,15,29,26,15,7,UTA
CLE,NOP,104,47.1,38.6,62.5,6,29,34,4,3,123,54.7,42.9,87.5,7,33,32,7,4,NOP
CHI,SAS,114,54.4,25.0,81.8,5,31,24,11,5,95,45.7,33.3,68.8,9,32,24,6,7,CHI
IND,MEM,103,42.2,34.6,81.8,12,27,28,12,9,116,51.2,45.7,66.7,8,33,27,8,7,MEM
