home_team,away_team,PTS_home,FG%_home,3P%_home,FT%_home,OREB_home,DREB_home,AST_home,STL_home,BLK_home,PTS_away,FG%_away,3P%_away,FT%_away,OREB_away,DREB_away,AST_away,STL_away,BLK_away,winner
MIL,ORL,118,42.2,29.7,88.6,10,41,26,3,6,114,45.5,24.2,69.6,13,32,26,6,9,MIL
LAC,OKC,115,47.3,39.5,83.3,12,28,23,9,5,134,58.6,47.1,88.9,6,32,35,9,5,OKC
LAL,MIN,111,49.4,41.7,79.2,7,31,21,6,6,118,48.3,38.9,80.0,9,31,32,13,7,MIN
POR,WAS,117,45.3,46.7,73.9,20,31,24,7,6,118,50.0,40.0,68.8,7,30,26,9,6,WAS
PHI,TOR,121,53.0,45.2,90.5,3,35,34,6,6,111,44.8,27.3,85.7,11,35,30,9,6,PHI
BKN,DEN,117,48.3,39.4,69.2,14,31,32,4,7,122,51.7,42.3,84.0,8,33,29,6,5,DEN
ATL,MIA,113,43.8,35.2,71.4,12,31,29,9,2,122,46.5,43.6,83.3,12,36,21,7,2,MIA
DAL,HOU,96,34.7,17.5,73.1,14,33,18,10,1,122,48.4,28.9,82.6,12,51,21,7,3,HOU
GSW,WAS,129,48.5,40.0,85.0,14,43,33,5,2,118,45.4,31.4,79.2,9,30,25,7,4,GSW
PHX,SAC,105,44.3,20.0,78.6,15,30,19,8,4,120,53.0,31.6,76.9,7,30,32,7,7,SAC
MIL,NYK,130,52.7,50.0,78.3,12,41,25,4,2,111,44.1,31.0,95.2,11,30,17,5,2,MIL
BOS,LAC,145,52.1,47.2,78.6,15,36,33,4,5,108,46.1,32.4,100.0,9,25,25,4,4,BOS
CHA,DEN,95,38.6,28.6,82.6,13,34,23,8,11,102,43.3,40.0,85.7,12,36,25,11,13,DEN
IND,ORL,110,52.4,44.1,69.2,7,26,27,7,6,117,53.4,33.3,80.5,10,29,22,9,5,ORL
HOU,NOP,106,42.7,31.0,77.1,13,31,21,9,2,104,46.3,25.8,69.0,13,33,21,9,7,HOU
ATL,MEM,119,46.9,30.2,80.0,13,28,28,8,5,125,51.5,33.3,63.6,15,36,29,6,7,MEM
BKN,DET,126,52.3,41.7,81.3,7,31,32,10,3,115,49.4,42.9,75.9,6,30,26,5,3,BKN
TOR,UTA,119,47.9,40.6,84.2,12,27,35,7,5,126,52.7,44.7,92.9,8,33,35,7,5,UTA
CHI,CLE,95,43.8,22.9,89.5,5,32,23,6,5,109,44.3,26.7,73.1,15,33,28,7,4,CLE
LAL,OKC,129,52.2,50.0,82.6,8,36,37,7,7,120,48.4,31.7,78.9,11,31,24,6,7,LAL
DAL,SAS,144,52.0,51.1,81.0,11,41,26,7,6,119,44.9,31.1,70.8,8,34,32,9,3,DAL
GSW,POR,126,57.8,30.3,83.3,13,36,38,8,2,106,45.2,37.1,68.0,8,22,26,13,3,GSW
MIN,SAC,110,50.6,30.3,85.7,7,36,31,9,5,98,43.5,24.2,76.2,8,32,23,10,2,MIN
MIL,NYK,122,47.4,31.0,79.2,17,27,26,7,4,129,54.3,30.8,80.8,7,34,27,7,4,NYK
DEN,GSW,120,48.8,41.2,81.3,10,33,25,6,4,114,46.0,35.0,87.0,9,30,23,7,3,DEN
BOS,LAL,126,50.5,31.0,75.0,11,33,31,8,7,115,47.8,40.6,76.2,13,30,24,4,1,BOS
MIA,PHI,119,47.6,37.5,77.1,13,43,27,5,7,113,42.6,37.8,64.0,5,31,23,11,4,MIA
DAL,PHX,128,53.6,36.4,73.3,8,30,28,7,6,114,44.4,34.1,80.0,14,33,28,5,2,DAL
BKN,DET,118,50.0,40.9,62.8,7,35,22,6,7,112,44.4,36.0,71.9,16,36,20,6,4,BKN
ORL,WAS,127,52.7,46.2,68.0,7,33,30,11,5,119,49.4,38.1,81.0,10,37,27,10,8,ORL
ATL,CHI,113,46.1,28.9,85.7,12,28,24,6,3,118,45.7,28.0,87.1,18,30,23,10,2,CHI
HOU,IND,117,48.5,20.8,81.8,15,29,19,15,2,123,52.4,44.2,85.7,10,35,28,5,7,IND
MEM,NOP,116,43.3,23.9,84.4,8,42,24,10,17,115,43.3,32.3,63.6,10,36,18,12,6,MEM
MIN,OKC,106,46.6,44.4,81.3,8,26,22,8,1,129,60.5,46.2,81.3,3,26,35,9,7,OKC
SAS,UTA,118,44.9,45.7,66.7,13,30,36,8,8,130,49.5,37.2,90.9,13,40,34,4,7,UTA
POR,SAC,130,50.0,40.0,80.0,16,30,28,5,5,113,48.4,23.8,81.3,11,29,25,5,7,POR
CHA,LAC,104,46.2,20.7,75.0,8,34,31,8,6,113,47.1,41.2,76.0,11,34,24,7,3,LAC
ORL,PHI,92,39.2,27.3,87.5,9,34,17,5,11,112,46.9,35.7,70.6,12,36,14,10,8,PHI
TOR,WAS,132,57.1,39.5,68.4,14,39,43,12,5,102,46.7,24.2,66.7,10,24,25,11,3,TOR
BKN,MIL,122,44.6,21.9,86.2,17,30,29,7,2,144,58.4,45.1,73.9,8,33,41,6,8,MIL
HOU,PHX,113,41.7,41.5,72.7,9,24,20,11,3,129,57.3,42.4,80.8,8,36,28,4,11,PHX
NYK,OKC,120,50.0,41.2,80.0,9,31,24,2,2,129,54.4,43.8,77.3,3,24,20,6,10,OKC
CLE,DAL,113,43.5,39.5,69.6,18,39,33,7,4,110,44.3,27.0,84.6,7,30,21,12,7,CLE
BOS,DET,128,48.5,28.2,84.0,11,32,25,10,4,122,47.5,32.6,63.2,19,38,27,7,4,BOS
CHI,IND,104,41.2,25.9,77.3,13,34,19,7,4,120,50.6,45.2,68.2,6,41,30,6,9,IND
DAL,MIN,110,44.4,42.4,84.2,13,26,29,9,3,118,51.4,51.5,73.5,6,32,23,9,10,MIN
NOP,UTA,112,54.9,37.0,80.0,6,29,27,10,7,105,42.4,30.8,84.0,17,25,27,5,3,NOP
DEN,MEM,142,57.3,48.8,85.7,12,41,43,6,7,105,41.6,37.1,72.0,11,25,23,8,5,DEN
GSW,MIA,102,42.0,24.2,80.0,12,31,27,4,7,114,48.4,32.3,72.7,10,34,26,6,1,MIA
POR,SAS,105,34.7,30.6,75.0,22,35,16,6,4,118,48.2,27.8,92.9,7,35,33,9,10,SAS
CHA,LAL,112,47.1,45.5,60.7,8,35,29,5,5,133,53.6,50.0,100.0,5,37,41,11,7,LAL
NYK,ORL,108,44.2,20.0,89.7,6,34,22,8,4,117,44.9,21.2,75.0,14,35,24,10,6,ORL
BKN,WAS,104,42.9,32.1,63.0,18,36,24,5,4,110,50.5,39.5,42.9,8,35,28,5,5,WAS
ATL,SAC,110,39.4,34.9,84.0,18,33,29,9,4,117,51.7,37.8,53.3,5,33,35,9,3,SAC
BOS,TOR,120,48.9,43.6,85.0,13,39,29,3,6,118,46.3,38.6,65.0,9,29,29,10,6,BOS
CLE,MIL,111,47.6,14.0,77.8,7,30,28,11,7,119,51.3,41.4,89.3,7,36,26,5,6,MIL
HOU,PHI,127,53.8,46.7,71.4,14,28,30,8,6,131,52.3,36.4,87.9,11,19,22,10,5,PHI
DEN,OKC,93,42.4,27.0,73.3,5,31,30,6,5,119,50.5,34.3,93.8,10,41,29,10,8,OKC
CHA,PHX,119,47.8,50.0,100.0,8,18,32,5,3,133,62.2,60.0,95.8,6,33,34,3,11,PHX
POR,SAS,134,50.5,59.3,81.5,16,27,28,8,6,128,51.1,42.4,72.0,13,29,31,9,3,POR
LAC,MEM,117,49.4,28.2,80.0,11,43,28,3,6,106,43.7,32.5,85.0,3,30,29,10,4,LAC
MIA,UTA,109,43.6,29.0,80.0,8,38,20,8,8,117,46.2,26.8,71.4,9,34,29,8,6,UTA
DET,TOR,129,50.0,42.9,87.5,6,35,29,4,4,127,50.5,50.0,82.1,6,27,26,9,5,DET
IND,NYK,140,58.8,53.5,81.0,7,27,40,6,7,126,47.4,45.9,70.4,15,27,24,12,2,IND
CHI,PHI,105,50.6,28.0,60.0,12,41,21,5,5,92,39.1,23.7,73.3,12,24,24,12,5,CHI
LAL,MIN,106,42.0,29.2,78.1,8,31,23,12,4,108,50.0,35.3,83.3,7,38,24,8,8,MIN
DAL,GSW,132,55.7,40.0,81.8,6,37,25,5,2,122,45.6,39.6,69.2,16,31,32,8,3,DAL
ATL,WAS,130,49.5,37.5,64.9,12,46,27,5,3,126,46.9,32.1,81.0,6,36,35,5,9,ATL
LAL,NOP,109,47.6,31.3,84.0,4,31,26,8,10,129,51.7,50.0,81.5,12,35,33,9,6,NOP
BKN,OKC,108,38.0,26.1,64.5,17,30,26,9,2,124,54.2,54.5,80.0,5,41,31,1,6,OKC
BOS,SAS,134,53.7,35.7,77.3,13,44,29,6,7,101,42.6,26.7,75.0,9,30,28,6,1,BOS
MEM,SAC,92,36.6,30.0,71.4,1,33,20,4,1,123,51.1,48.5,76.5,9,50,28,2,4,SAC
ORL,PHX,107,46.7,32.4,91.7,8,37,22,2,4,112,50.0,29.6,84.2,6,29,21,11,4,PHX
MIN,NYK,106,47.4,39.3,79.3,4,30,19,6,4,112,43.8,35.3,78.6,16,33,23,7,4,NYK
CLE,TOR,121,48.3,33.3,88.5,6,37,25,9,2,124,48.3,36.7,72.5,10,37,25,5,4,TOR
DET,HOU,113,48.2,44.8,74.1,10,27,27,3,4,136,56.0,42.9,79.2,6,33,34,11,1,HOU
IND,MIL,122,44.3,14.3,81.6,14,38,23,7,5,113,44.1,25.0,80.8,8,38,27,4,8,IND
CHA,DEN,93,41.9,38.5,68.8,8,37,24,4,5,111,49.4,39.5,77.8,4,40,27,9,9,DEN
PHX,POR,109,47.5,37.9,66.7,9,38,24,10,5,88,41.3,26.7,73.7,6,30,21,6,10,PHX
DAL,UTA,90,39.8,27.5,50.0,8,33,28,6,5,127,51.0,27.3,94.4,7,46,37,9,6,UTA
LAC,MIA,121,58.8,48.3,92.9,6,31,25,10,3,104,42.2,32.4,79.3,12,23,24,7,3,LAC
CHI,PHI,97,38.5,18.9,69.6,19,32,17,9,7,110,47.5,40.0,73.3,6,37,28,9,6,PHI
MEM,SAS,106,46.3,31.6,80.0,8,38,24,5,8,98,42.4,32.3,69.6,6,34,21,6,8,MEM
BKN,NOP,85,35.7,25.6,50.0,18,25,26,7,4,112,46.6,41.0,77.8,17,36,23,10,9,NOP
BOS,OKC,123,45.7,37.5,82.8,17,30,33,7,10,127,52.7,45.0,76.5,10,28,34,7,10,OKC
GSW,ORL,121,53.8,37.1,64.9,9,27,23,9,6,115,44.6,38.9,82.6,16,25,19,8,4,GSW
CHA,SAC,111,51.2,35.3,78.9,4,31,23,8,10,104,43.5,38.9,58.8,15,33,23,8,2,CHA
CLE,WAS,140,54.0,47.6,75.0,18,44,37,5,8,101,41.6,34.3,45.5,12,24,23,8,5,CLE
IND,MIL,142,55.6,40.0,82.4,7,37,34,7,5,130,50.0,37.8,75.0,10,32,30,6,4,IND
ATL,OKC,141,50.5,35.9,93.9,15,34,30,8,5,138,54.9,50.0,76.9,9,28,30,10,1,ATL
CHI,NYK,100,41.6,40.6,81.3,11,28,24,9,7,116,51.7,39.5,81.8,13,39,29,6,7,NYK
BKN,HOU,101,38.7,29.5,61.5,15,35,25,11,6,112,48.7,48.7,70.4,5,43,27,5,4,HOU
MEM,TOR,111,42.6,35.7,84.2,9,34,25,7,5,116,48.2,46.2,81.5,7,39,25,5,6,TOR
MIN,NOP,106,45.1,32.3,81.5,8,20,26,7,6,117,55.6,46.2,88.2,9,32,30,7,5,NOP
DAL,POR,126,50.0,43.3,70.7,7,36,25,12,7,97,39.1,32.5,72.7,10,36,23,4,3,DAL
LAC,PHX,131,55.3,52.9,90.6,10,26,25,9,5,122,53.2,42.9,88.5,10,22,23,9,2,LAC
DET,UTA,148,53.3,46.3,77.3,16,32,33,5,3,154,51.5,50.0,91.4,15,28,28,11,8,UTA
LAL,MIA,96,42.2,13.3,91.7,9,41,29,3,6,110,44.1,38.1,70.6,7,32,30,14,3,MIA
ORL,SAC,135,48.9,56.8,81.5,7,32,33,10,7,138,48.6,37.5,67.7,18,40,36,9,3,SAC
MIL,SAS,125,53.3,35.3,78.9,8,34,27,5,5,121,48.4,35.0,88.2,10,32,31,10,8,MIL
DEN,GSW,130,56.5,34.6,86.2,11,25,28,7,4,127,54.4,41.7,87.5,9,24,35,4,3,DEN
BOS,UTA,126,43.3,34.7,86.1,9,47,24,9,8,97,36.2,17.6,67.6,16,41,23,11,2,BOS
ATL,IND,116,43.0,23.8,86.7,14,25,21,6,3,150,63.8,48.7,84.6,8,31,50,12,3,IND
BKN,OKC,124,45.1,35.9,84.8,20,31,25,9,3,115,53.6,29.0,66.7,7,29,29,8,5,BKN
CLE,WAS,114,53.2,48.5,69.6,12,40,31,9,1,90,41.7,30.0,73.3,7,24,19,12,8,CLE
NYK,PHI,128,48.3,43.9,96.0,10,39,27,7,7,92,40.7,26.1,74.1,8,30,22,8,9,NYK
CHA,CHI,91,40.4,29.4,75.0,12,30,20,7,1,104,54.1,35.7,82.4,4,37,29,7,6,CHI
HOU,MIN,95,40.0,37.5,73.3,7,31,18,7,2,122,52.3,42.4,80.0,9,43,31,12,7,MIN
LAC,NOP,111,48.8,41.7,80.0,10,40,28,6,7,95,35.9,41.4,73.9,14,29,22,9,5,LAC
DAL,POR,139,58.3,44.7,66.7,10,42,35,11,8,103,41.1,32.5,70.6,10,32,27,9,3,DAL
DEN,ORL,120,50.5,27.3,78.9,9,29,28,8,1,122,50.0,47.2,67.6,11,29,25,9,3,ORL
MIA,PHX,97,41.0,27.0,86.4,11,33,26,5,2,113,50.6,40.0,64.7,9,35,30,13,5,PHX
DET,GSW,109,44.9,29.5,80.0,10,30,25,8,9,113,46.3,42.1,84.0,7,38,24,3,5,GSW
LAL,MEM,113,49.4,35.7,70.4,8,27,26,13,3,127,53.7,51.1,80.0,6,38,33,8,4,MEM
SAC,TOR,135,52.0,55.3,66.7,11,31,35,4,1,130,54.0,35.1,85.2,8,29,31,5,10,SAC
BOS,IND,118,51.1,39.0,52.6,13,43,26,6,6,101,41.3,19.0,77.3,10,28,23,12,2,BOS
NYK,WAS,121,49.4,38.9,87.5,11,34,27,9,2,105,47.1,35.1,60.0,12,33,33,5,3,NYK
PHI,UTA,109,40.4,18.4,78.3,15,19,30,12,6,120,57.5,26.7,83.3,9,39,30,4,4,UTA
HOU,MIL,112,43.4,38.2,84.4,7,39,22,7,2,108,46.1,26.5,69.0,4,37,20,7,4,HOU
CLE,SAS,117,48.9,37.2,71.4,12,32,27,6,3,115,47.7,37.8,86.4,8,32,22,10,6,CLE
BKN,POR,127,50.5,37.8,84.0,9,35,29,7,7,134,47.4,52.6,80.0,9,29,21,5,5,POR
ATL,ORL,110,46.2,30.0,58.6,8,42,21,9,10,117,43.9,41.5,63.6,13,44,25,8,3,ORL
NOP,SAC,133,61.0,54.3,87.5,9,42,35,2,9,100,41.8,33.3,75.0,8,17,28,9,2,NOP
DAL,MIN,115,45.3,37.5,70.0,15,29,20,7,8,108,43.6,31.7,61.9,18,33,22,6,4,DAL
DEN,DET,131,58.8,37.0,87.1,6,32,35,6,10,114,47.2,37.5,70.0,13,24,28,6,0,DEN
MEM,PHX,121,44.3,34.7,75.0,15,39,29,7,8,115,45.1,28.6,68.2,16,34,29,5,6,MEM
GSW,TOR,118,45.0,30.4,93.3,15,28,30,5,4,133,58.5,45.5,57.1,9,36,38,7,6,TOR
LAC,LAL,103,39.6,37.8,89.5,13,27,21,12,5,106,51.2,37.9,68.8,8,32,23,9,6,LAL
CHA,CHI,112,42.6,40.5,88.2,14,30,26,3,7,119,48.9,34.6,83.3,12,39,27,7,7,CHI
BOS,IND,131,52.2,48.6,69.0,13,29,26,3,8,133,52.7,47.5,81.8,9,30,29,6,7,IND
OKC,WAS,136,59.1,50.0,75.0,10,30,37,11,7,128,49.4,46.9,86.2,12,26,32,7,5,OKC
HOU,MIA,113,42.0,34.1,89.3,12,30,20,8,4,120,50.0,41.7,71.9,10,35,30,6,5,MIA
MIL,UTA,116,44.7,47.2,78.9,11,27,31,6,6,132,52.2,45.5,81.8,10,37,33,6,8,UTA
LAC,PHX,138,62.4,51.7,73.9,11,33,32,11,3,111,49.4,33.3,86.2,5,20,17,6,4,LAC
DET,SAC,110,47.1,37.8,76.2,13,27,27,12,2,131,57.4,39.4,71.4,10,34,39,8,6,SAC
MIN,ORL,113,53.8,40.0,78.9,5,43,34,8,4,92,36.2,31.0,61.1,16,30,20,13,5,MIN
NYK,POR,112,41.6,37.5,87.0,15,40,26,11,4,84,38.4,20.7,66.7,12,31,19,8,7,NYK
DAL,MEM,103,43.9,33.3,81.5,8,25,20,9,4,120,48.4,37.8,85.7,18,36,27,7,3,MEM
LAL,TOR,132,54.3,44.4,77.8,5,34,34,6,4,131,56.4,48.6,61.5,5,32,34,8,4,LAL
BOS,MIN,127,43.3,40.4,96.8,7,39,21,5,4,120,46.3,41.2,90.0,8,39,22,4,6,BOS
CHA,SAC,98,40.2,42.1,75.0,8,28,17,2,3,123,51.7,37.1,78.3,14,39,24,2,8,SAC
DET,SAS,108,45.8,31.3,76.9,9,34,33,4,3,130,52.1,33.3,85.2,10,36,36,7,4,SAS
IND,WAS,112,44.6,32.0,91.7,14,40,31,7,6,104,43.2,22.6,70.0,13,33,24,8,8,IND
ATL,PHI,139,47.1,35.3,73.8,16,39,32,6,8,132,45.1,35.3,84.8,13,38,26,8,9,ATL
MIA,OKC,120,46.1,41.7,82.1,8,30,25,8,3,128,59.3,42.4,75.0,4,38,36,4,4,OKC
CHI,HOU,124,44.2,40.4,84.0,8,38,31,9,4,119,47.5,24.4,60.0,9,41,29,9,4,CHI
DEN,UTA,111,45.7,39.4,85.7,8,26,26,11,4,124,55.4,39.4,82.6,7,33,34,12,8,UTA
GSW,NOP,105,43.8,30.8,83.3,14,29,24,4,4,141,57.4,47.5,73.7,13,34,37,11,7,NOP
LAC,TOR,126,52.7,44.1,100.0,11,25,34,6,5,120,54.8,40.0,88.9,7,30,31,4,2,LAC
BKN,CLE,102,45.1,29.6,71.4,9,32,18,5,4,111,39.0,29.5,79.1,12,35,16,11,6,CLE
BOS,MIL,102,37.4,25.7,83.3,6,25,22,5,5,135,56.5,42.9,81.3,12,42,34,3,6,MIL
OKC,POR,139,57.0,40.0,86.4,8,51,41,6,8,77,27.7,22.4,62.5,13,29,16,8,8,OKC
DAL,NYK,128,50.0,41.5,76.7,11,27,27,6,2,124,49.4,33.3,78.6,13,32,27,7,2,DAL
LAL,PHX,109,50.0,38.2,64.0,7,30,33,8,4,127,49.5,35.9,91.3,13,33,23,12,3,PHX
PHI,SAC,112,43.0,42.9,94.4,14,32,23,11,9,93,33.7,21.1,80.8,23,31,20,6,4,PHI
ATL,IND,108,44.9,36.7,73.9,12,16,25,14,2,126,67.1,61.1,75.0,10,35,41,12,9,IND
DET,HOU,110,50.0,34.3,62.5,11,35,32,6,9,112,45.6,26.7,88.0,10,31,21,8,5,HOU
MIA,ORL,99,44.6,30.8,85.0,12,29,23,6,1,96,43.9,30.0,60.0,10,28,26,10,8,MIA
CHI,GSW,131,58.1,45.0,81.3,6,30,31,1,3,140,52.1,42.6,73.3,13,31,39,7,4,GSW
LAC,MEM,128,55.1,48.4,75.0,11,32,22,9,7,119,43.2,40.9,70.4,17,29,30,5,4,LAC
MIN,POR,116,55.0,35.5,70.8,8,37,35,14,5,93,39.0,35.7,67.6,10,28,18,8,5,MIN
DEN,NOP,125,55.6,42.4,73.3,10,38,30,5,4,113,47.2,39.4,72.7,8,27,30,9,3,DEN
TOR,UTA,113,43.2,50.0,70.3,8,23,25,5,8,145,55.9,48.8,76.9,14,42,34,7,8,UTA
CHA,SAS,99,36.0,29.4,89.3,16,28,22,11,3,135,51.7,47.4,79.4,7,38,31,9,7,SAS
BOS,HOU,145,53.7,51.1,76.0,10,40,26,7,8,113,40.4,23.3,86.7,15,35,20,10,3,BOS
ATL,WAS,99,34.4,27.5,72.7,16,34,21,9,7,127,48.5,37.5,80.8,12,42,32,10,9,WAS
MEM,NYK,94,41.4,23.7,86.7,9,26,27,14,6,106,48.2,34.2,68.4,15,41,25,11,11,NYK
GSW,MIL,118,48.0,41.7,64.3,12,29,23,5,4,129,54.3,41.9,82.4,14,36,33,6,5,MIL
OKC,ORL,112,45.7,22.2,85.7,12,34,23,9,4,100,46.4,20.0,62.5,11,39,21,5,8,OKC
DAL,NOP,108,45.1,36.6,95.0,9,25,23,6,1,118,49.4,40.0,75.7,14,30,29,7,4,NOP
CHI,SAS,122,51.1,44.1,75.0,7,40,31,5,8,116,41.1,39.1,87.0,12,35,26,7,4,CHI
LAL,UTA,125,50.0,44.8,83.3,7,33,30,6,8,132,45.2,32.4,92.3,13,39,28,7,5,UTA
DEN,IND,117,64.8,50.0,65.2,4,36,31,8,3,109,46.7,27.6,68.2,14,23,28,11,1,DEN
CHA,MIA,87,34.7,24.4,73.3,17,33,17,5,3,104,49.4,44.0,81.3,4,40,27,6,6,MIA
MIL,SAC,143,52.2,46.5,84.4,4,36,31,5,3,142,52.4,41.5,75.0,9,38,34,6,2,MIL
LAC,MIN,105,43.4,43.6,88.9,7,27,28,9,4,109,56.7,50.0,64.5,6,35,25,8,5,MIN
PHX,POR,127,60.5,46.4,81.5,7,34,27,7,5,116,44.9,47.6,72.7,12,24,23,8,1,PHX
HOU,PHI,115,50.0,29.6,59.4,16,30,21,7,9,124,48.2,48.4,85.3,8,33,25,8,4,PHI
DAL,NOP,125,45.9,41.9,82.9,13,29,24,4,6,120,50.6,30.4,75.6,8,29,21,9,2,DAL
NYK,ORL,94,39.8,32.5,68.2,13,28,20,3,3,98,44.7,27.6,66.7,13,33,26,2,3,ORL
DET,WAS,129,55.6,38.7,73.9,12,40,30,4,10,117,46.3,46.3,90.9,8,25,30,8,7,DET
ATL,SAS,109,43.0,34.2,76.2,13,44,24,8,6,99,40.0,26.2,70.6,9,35,27,10,8,ATL
GSW,MEM,107,48.9,32.3,90.0,7,38,28,4,6,116,37.2,37.0,80.0,11,31,24,13,10,MEM
CHI,CLE,91,42.2,28.1,75.0,6,37,21,8,6,109,41.1,35.1,100.0,13,35,28,9,3,CLE
BKN,MIA,95,34.3,21.8,93.8,9,41,26,9,9,96,37.9,25.8,88.0,6,48,22,6,4,MIA
BOS,TOR,105,40.2,41.0,92.0,5,48,20,3,7,96,40.0,12.5,76.2,9,43,25,6,2,BOS
IND,UTA,105,40.0,29.0,80.0,18,25,27,9,4,132,55.6,44.0,88.6,10,36,29,5,8,UTA
LAL,OKC,112,52.4,33.3,88.9,8,36,30,7,9,105,41.7,30.6,90.9,13,27,23,11,6,LAL
DEN,PHI,121,50.6,41.4,76.0,16,30,23,4,3,126,56.6,48.4,73.5,5,27,27,6,7,PHI
PHX,SAC,119,49.4,45.9,90.0,8,38,32,7,6,117,50.0,45.0,58.3,5,26,34,7,4,PHX
LAC,OKC,128,54.0,46.5,60.9,12,27,30,5,10,117,50.6,47.1,85.0,9,26,30,5,5,LAC
DET,MIN,117,51.7,38.7,68.4,8,32,30,4,7,124,50.5,50.0,71.4,9,33,32,7,5,MIN
ATL,ORL,106,51.3,32.0,90.9,10,31,21,8,2,104,44.3,28.6,72.7,16,24,18,16,8,ATL
BOS,SAS,117,46.7,47.4,78.9,12,42,22,5,6,98,41.9,20.6,81.3,11,30,26,5,3,BOS
CLE,MIL,135,59.1,42.9,68.4,11,44,36,5,3,95,40.0,28.6,70.0,9,27,19,6,6,CLE
HOU,NYK,94,41.7,26.7,84.2,6,32,23,6,9,109,44.8,35.1,81.8,12,39,24,6,5,NYK
MIA,TOR,97,45.6,21.4,75.0,12,25,24,4,5,121,51.1,52.6,61.1,13,32,34,9,4,TOR
CHA,NOP,112,43.3,42.2,83.3,15,26,29,7,8,132,50.0,53.2,82.6,16,34,32,11,3,NOP
DAL,LAL,110,46.2,27.5,83.3,11,32,26,4,5,127,53.8,42.9,70.8,9,36,33,8,1,LAL
BKN,POR,103,47.9,39.5,66.7,6,27,28,9,3,105,48.8,33.3,85.7,10,31,21,2,2,POR
NYK,WAS,113,45.3,34.2,84.6,7,40,22,6,5,109,45.6,32.3,77.3,9,37,31,9,4,NYK
CHI,TOR,116,52.7,25.0,82.4,9,33,30,7,5,110,50.6,26.3,80.0,7,31,31,7,5,CHI
OKC,UTA,134,55.8,43.8,85.7,7,31,36,8,10,129,48.3,40.6,83.3,11,27,33,7,4,OKC
MEM,MIN,103,45.9,41.2,64.7,8,26,22,9,4,118,54.9,42.9,76.2,6,33,30,8,9,MIN
IND,SAC,126,55.1,39.4,78.9,4,30,33,5,6,121,51.8,40.5,56.3,8,30,27,7,6,IND
